Results of 1D convection diffusion simulation using FE methods 
 Temp_begin 	 Temp_end 	 node_1 	 node_2 	 node_3 	 node_4 	 node_5 	 node_6 
0.000000 	 112.000000 	 0.000000 	 4.604702 	 13.099149 	 28.817407 	 57.951314 	 112.000000 
0.000000 	 113.000000 	 0.000000 	 4.645341 	 13.215260 	 29.073682 	 58.467893 	 113.000000 
0.000000 	 114.000000 	 0.000000 	 4.685980 	 13.331372 	 29.329957 	 58.984472 	 114.000000 
0.000000 	 115.000000 	 0.000000 	 4.726619 	 13.447484 	 29.586232 	 59.501051 	 115.000000 
0.000000 	 116.000000 	 0.000000 	 4.767259 	 13.563596 	 29.842508 	 60.017630 	 116.000000 
0.000000 	 117.000000 	 0.000000 	 4.807898 	 13.679708 	 30.098783 	 60.534209 	 117.000000 
0.000000 	 118.000000 	 0.000000 	 4.848537 	 13.795819 	 30.355058 	 61.050788 	 118.000000 
0.000000 	 119.000000 	 0.000000 	 4.889176 	 13.911931 	 30.611334 	 61.567367 	 119.000000 
0.000000 	 120.000000 	 0.000000 	 4.929815 	 14.028043 	 30.867609 	 62.083946 	 120.000000 
0.000000 	 121.000000 	 0.000000 	 4.970454 	 14.144155 	 31.123884 	 62.600525 	 121.000000 
0.000000 	 122.000000 	 0.000000 	 5.011093 	 14.260266 	 31.380159 	 63.117104 	 122.000000 
0.000000 	 123.000000 	 0.000000 	 5.051732 	 14.376378 	 31.636435 	 63.633683 	 123.000000 
0.000000 	 124.000000 	 0.000000 	 5.092371 	 14.492490 	 31.892710 	 64.150262 	 124.000000 
0.000000 	 125.000000 	 0.000000 	 5.133011 	 14.608602 	 32.148985 	 64.666840 	 125.000000 
0.000000 	 126.000000 	 0.000000 	 5.173650 	 14.724714 	 32.405261 	 65.183419 	 126.000000 
0.000000 	 127.000000 	 0.000000 	 5.214289 	 14.840825 	 32.661536 	 65.699998 	 127.000000 
0.000000 	 128.000000 	 0.000000 	 5.254928 	 14.956937 	 32.917811 	 66.216577 	 128.000000 
0.000000 	 129.000000 	 0.000000 	 5.295567 	 15.073049 	 33.174086 	 66.733156 	 129.000000 
0.000000 	 130.000000 	 0.000000 	 5.336206 	 15.189161 	 33.430362 	 67.249735 	 130.000000 
0.000000 	 131.000000 	 0.000000 	 5.376845 	 15.305272 	 33.686637 	 67.766314 	 131.000000 
0.000000 	 132.000000 	 0.000000 	 5.417484 	 15.421384 	 33.942912 	 68.282893 	 132.000000 
0.000000 	 133.000000 	 0.000000 	 5.458124 	 15.537496 	 34.199188 	 68.799472 	 133.000000 
0.000000 	 134.000000 	 0.000000 	 5.498763 	 15.653608 	 34.455463 	 69.316051 	 134.000000 
0.000000 	 135.000000 	 0.000000 	 5.539402 	 15.769720 	 34.711738 	 69.832630 	 135.000000 
0.000000 	 136.000000 	 0.000000 	 5.580041 	 15.885831 	 34.968013 	 70.349209 	 136.000000 
0.000000 	 137.000000 	 0.000000 	 5.620680 	 16.001943 	 35.224289 	 70.865788 	 137.000000 
0.000000 	 138.000000 	 0.000000 	 5.661319 	 16.118055 	 35.480564 	 71.382367 	 138.000000 
0.000000 	 139.000000 	 0.000000 	 5.701958 	 16.234167 	 35.736839 	 71.898946 	 139.000000 
0.000000 	 140.000000 	 0.000000 	 5.742597 	 16.350278 	 35.993115 	 72.415524 	 140.000000 
0.000000 	 141.000000 	 0.000000 	 5.783237 	 16.466390 	 36.249390 	 72.932103 	 141.000000 
0.000000 	 142.000000 	 0.000000 	 5.823876 	 16.582502 	 36.505665 	 73.448682 	 142.000000 
0.000000 	 143.000000 	 0.000000 	 5.864515 	 16.698614 	 36.761940 	 73.965261 	 143.000000 
0.000000 	 144.000000 	 0.000000 	 5.905154 	 16.814726 	 37.018216 	 74.481840 	 144.000000 
0.000000 	 145.000000 	 0.000000 	 5.945793 	 16.930837 	 37.274491 	 74.998419 	 145.000000 
0.000000 	 146.000000 	 0.000000 	 5.986432 	 17.046949 	 37.530766 	 75.514998 	 146.000000 
0.000000 	 147.000000 	 0.000000 	 6.027071 	 17.163061 	 37.787042 	 76.031577 	 147.000000 
0.000000 	 148.000000 	 0.000000 	 6.067710 	 17.279173 	 38.043317 	 76.548156 	 148.000000 
0.000000 	 149.000000 	 0.000000 	 6.108350 	 17.395284 	 38.299592 	 77.064735 	 149.000000 
0.000000 	 150.000000 	 0.000000 	 6.148989 	 17.511396 	 38.555867 	 77.581314 	 150.000000 
0.000000 	 151.000000 	 0.000000 	 6.189628 	 17.627508 	 38.812143 	 78.097893 	 151.000000 
0.000000 	 152.000000 	 0.000000 	 6.230267 	 17.743620 	 39.068418 	 78.614472 	 152.000000 
0.000000 	 153.000000 	 0.000000 	 6.270906 	 17.859732 	 39.324693 	 79.131051 	 153.000000 
0.000000 	 154.000000 	 0.000000 	 6.311545 	 17.975843 	 39.580969 	 79.647630 	 154.000000 
0.000000 	 155.000000 	 0.000000 	 6.352184 	 18.091955 	 39.837244 	 80.164208 	 155.000000 
0.000000 	 156.000000 	 0.000000 	 6.392823 	 18.208067 	 40.093519 	 80.680787 	 156.000000 
0.000000 	 157.000000 	 0.000000 	 6.433463 	 18.324179 	 40.349794 	 81.197366 	 157.000000 
0.000000 	 158.000000 	 0.000000 	 6.474102 	 18.440290 	 40.606070 	 81.713945 	 158.000000 
0.000000 	 159.000000 	 0.000000 	 6.514741 	 18.556402 	 40.862345 	 82.230524 	 159.000000 
0.000000 	 160.000000 	 0.000000 	 6.555380 	 18.672514 	 41.118620 	 82.747103 	 160.000000 
0.000000 	 161.000000 	 0.000000 	 6.596019 	 18.788626 	 41.374895 	 83.263682 	 161.000000 
0.000000 	 162.000000 	 0.000000 	 6.636658 	 18.904738 	 41.631171 	 83.780261 	 162.000000 
0.000000 	 163.000000 	 0.000000 	 6.677297 	 19.020849 	 41.887446 	 84.296840 	 163.000000 
0.000000 	 164.000000 	 0.000000 	 6.717936 	 19.136961 	 42.143721 	 84.813419 	 164.000000 
0.000000 	 165.000000 	 0.000000 	 6.758576 	 19.253073 	 42.399997 	 85.329998 	 165.000000 
0.000000 	 166.000000 	 0.000000 	 6.799215 	 19.369185 	 42.656272 	 85.846577 	 166.000000 
0.000000 	 167.000000 	 0.000000 	 6.839854 	 19.485296 	 42.912547 	 86.363156 	 167.000000 
0.000000 	 168.000000 	 0.000000 	 6.880493 	 19.601408 	 43.168822 	 86.879735 	 168.000000 
0.000000 	 169.000000 	 0.000000 	 6.921132 	 19.717520 	 43.425098 	 87.396314 	 169.000000 
0.000000 	 170.000000 	 0.000000 	 6.961771 	 19.833632 	 43.681373 	 87.912892 	 170.000000 
0.000000 	 171.000000 	 0.000000 	 7.002410 	 19.949744 	 43.937648 	 88.429471 	 171.000000 
0.000000 	 172.000000 	 0.000000 	 7.043049 	 20.065855 	 44.193924 	 88.946050 	 172.000000 
0.000000 	 173.000000 	 0.000000 	 7.083688 	 20.181967 	 44.450199 	 89.462629 	 173.000000 
0.000000 	 174.000000 	 0.000000 	 7.124328 	 20.298079 	 44.706474 	 89.979208 	 174.000000 
0.000000 	 175.000000 	 0.000000 	 7.164967 	 20.414191 	 44.962749 	 90.495787 	 175.000000 
0.000000 	 176.000000 	 0.000000 	 7.205606 	 20.530302 	 45.219025 	 91.012366 	 176.000000 
0.000000 	 177.000000 	 0.000000 	 7.246245 	 20.646414 	 45.475300 	 91.528945 	 177.000000 
0.000000 	 178.000000 	 0.000000 	 7.286884 	 20.762526 	 45.731575 	 92.045524 	 178.000000 
0.000000 	 179.000000 	 0.000000 	 7.327523 	 20.878638 	 45.987851 	 92.562103 	 179.000000 
0.000000 	 180.000000 	 0.000000 	 7.368162 	 20.994750 	 46.244126 	 93.078682 	 180.000000 
0.000000 	 181.000000 	 0.000000 	 7.408801 	 21.110861 	 46.500401 	 93.595261 	 181.000000 
0.000000 	 182.000000 	 0.000000 	 7.449441 	 21.226973 	 46.756676 	 94.111840 	 182.000000 
0.000000 	 183.000000 	 0.000000 	 7.490080 	 21.343085 	 47.012952 	 94.628419 	 183.000000 
0.000000 	 184.000000 	 0.000000 	 7.530719 	 21.459197 	 47.269227 	 95.144998 	 184.000000 
0.000000 	 185.000000 	 0.000000 	 7.571358 	 21.575308 	 47.525502 	 95.661576 	 185.000000 
0.000000 	 186.000000 	 0.000000 	 7.611997 	 21.691420 	 47.781778 	 96.178155 	 186.000000 
0.000000 	 187.000000 	 0.000000 	 7.652636 	 21.807532 	 48.038053 	 96.694734 	 187.000000 
0.000000 	 188.000000 	 0.000000 	 7.693275 	 21.923644 	 48.294328 	 97.211313 	 188.000000 
0.000000 	 189.000000 	 0.000000 	 7.733914 	 22.039756 	 48.550603 	 97.727892 	 189.000000 
0.000000 	 190.000000 	 0.000000 	 7.774554 	 22.155867 	 48.806879 	 98.244471 	 190.000000 
0.000000 	 191.000000 	 0.000000 	 7.815193 	 22.271979 	 49.063154 	 98.761050 	 191.000000 
0.000000 	 192.000000 	 0.000000 	 7.855832 	 22.388091 	 49.319429 	 99.277629 	 192.000000 
0.000000 	 193.000000 	 0.000000 	 7.896471 	 22.504203 	 49.575705 	 99.794208 	 193.000000 
0.000000 	 194.000000 	 0.000000 	 7.937110 	 22.620314 	 49.831980 	 100.310787 	 194.000000 
0.000000 	 195.000000 	 0.000000 	 7.977749 	 22.736426 	 50.088255 	 100.827366 	 195.000000 
0.000000 	 196.000000 	 0.000000 	 8.018388 	 22.852538 	 50.344530 	 101.343945 	 196.000000 
0.000000 	 197.000000 	 0.000000 	 8.059027 	 22.968650 	 50.600806 	 101.860524 	 197.000000 
0.000000 	 198.000000 	 0.000000 	 8.099667 	 23.084762 	 50.857081 	 102.377103 	 198.000000 
0.000000 	 199.000000 	 0.000000 	 8.140306 	 23.200873 	 51.113356 	 102.893682 	 199.000000 
1.000000 	 0.000000 	 1.000000 	 1.012481 	 0.978518 	 0.858300 	 0.577895 	 0.000000 
1.000000 	 1.000000 	 1.000000 	 1.053120 	 1.094629 	 1.114575 	 1.094474 	 1.000000 
1.000000 	 2.000000 	 1.000000 	 1.093759 	 1.210741 	 1.370850 	 1.611053 	 2.000000 
1.000000 	 3.000000 	 1.000000 	 1.134399 	 1.326853 	 1.627125 	 2.127632 	 3.000000 
1.000000 	 4.000000 	 1.000000 	 1.175038 	 1.442965 	 1.883401 	 2.644210 	 4.000000 
1.000000 	 5.000000 	 1.000000 	 1.215677 	 1.559077 	 2.139676 	 3.160789 	 5.000000 
1.000000 	 6.000000 	 1.000000 	 1.256316 	 1.675188 	 2.395951 	 3.677368 	 6.000000 
1.000000 	 7.000000 	 1.000000 	 1.296955 	 1.791300 	 2.652227 	 4.193947 	 7.000000 
1.000000 	 8.000000 	 1.000000 	 1.337594 	 1.907412 	 2.908502 	 4.710526 	 8.000000 
1.000000 	 9.000000 	 1.000000 	 1.378233 	 2.023524 	 3.164777 	 5.227105 	 9.000000 
1.000000 	 10.000000 	 1.000000 	 1.418872 	 2.139635 	 3.421052 	 5.743684 	 10.000000 
1.000000 	 11.000000 	 1.000000 	 1.459512 	 2.255747 	 3.677328 	 6.260263 	 11.000000 
1.000000 	 12.000000 	 1.000000 	 1.500151 	 2.371859 	 3.933603 	 6.776842 	 12.000000 
1.000000 	 13.000000 	 1.000000 	 1.540790 	 2.487971 	 4.189878 	 7.293421 	 13.000000 
1.000000 	 14.000000 	 1.000000 	 1.581429 	 2.604083 	 4.446154 	 7.810000 	 14.000000 
1.000000 	 15.000000 	 1.000000 	 1.622068 	 2.720194 	 4.702429 	 8.326579 	 15.000000 
1.000000 	 16.000000 	 1.000000 	 1.662707 	 2.836306 	 4.958704 	 8.843158 	 16.000000 
1.000000 	 17.000000 	 1.000000 	 1.703346 	 2.952418 	 5.214979 	 9.359737 	 17.000000 
1.000000 	 18.000000 	 1.000000 	 1.743985 	 3.068530 	 5.471255 	 9.876316 	 18.000000 
1.000000 	 19.000000 	 1.000000 	 1.784624 	 3.184641 	 5.727530 	 10.392895 	 19.000000 
1.000000 	 20.000000 	 1.000000 	 1.825264 	 3.300753 	 5.983805 	 10.909473 	 20.000000 
1.000000 	 21.000000 	 1.000000 	 1.865903 	 3.416865 	 6.240081 	 11.426052 	 21.000000 
1.000000 	 22.000000 	 1.000000 	 1.906542 	 3.532977 	 6.496356 	 11.942631 	 22.000000 
1.000000 	 23.000000 	 1.000000 	 1.947181 	 3.649089 	 6.752631 	 12.459210 	 23.000000 
1.000000 	 24.000000 	 1.000000 	 1.987820 	 3.765200 	 7.008906 	 12.975789 	 24.000000 
1.000000 	 25.000000 	 1.000000 	 2.028459 	 3.881312 	 7.265182 	 13.492368 	 25.000000 
1.000000 	 26.000000 	 1.000000 	 2.069098 	 3.997424 	 7.521457 	 14.008947 	 26.000000 
1.000000 	 27.000000 	 1.000000 	 2.109737 	 4.113536 	 7.777732 	 14.525526 	 27.000000 
1.000000 	 28.000000 	 1.000000 	 2.150377 	 4.229647 	 8.034008 	 15.042105 	 28.000000 
1.000000 	 29.000000 	 1.000000 	 2.191016 	 4.345759 	 8.290283 	 15.558684 	 29.000000 
1.000000 	 30.000000 	 1.000000 	 2.231655 	 4.461871 	 8.546558 	 16.075263 	 30.000000 
1.000000 	 31.000000 	 1.000000 	 2.272294 	 4.577983 	 8.802833 	 16.591842 	 31.000000 
1.000000 	 32.000000 	 1.000000 	 2.312933 	 4.694095 	 9.059109 	 17.108421 	 32.000000 
1.000000 	 33.000000 	 1.000000 	 2.353572 	 4.810206 	 9.315384 	 17.625000 	 33.000000 
1.000000 	 34.000000 	 1.000000 	 2.394211 	 4.926318 	 9.571659 	 18.141579 	 34.000000 
1.000000 	 35.000000 	 1.000000 	 2.434850 	 5.042430 	 9.827935 	 18.658157 	 35.000000 
1.000000 	 36.000000 	 1.000000 	 2.475490 	 5.158542 	 10.084210 	 19.174736 	 36.000000 
1.000000 	 37.000000 	 1.000000 	 2.516129 	 5.274653 	 10.340485 	 19.691315 	 37.000000 
1.000000 	 38.000000 	 1.000000 	 2.556768 	 5.390765 	 10.596760 	 20.207894 	 38.000000 
1.000000 	 39.000000 	 1.000000 	 2.597407 	 5.506877 	 10.853036 	 20.724473 	 39.000000 
1.000000 	 40.000000 	 1.000000 	 2.638046 	 5.622989 	 11.109311 	 21.241052 	 40.000000 
1.000000 	 41.000000 	 1.000000 	 2.678685 	 5.739101 	 11.365586 	 21.757631 	 41.000000 
1.000000 	 42.000000 	 1.000000 	 2.719324 	 5.855212 	 11.621862 	 22.274210 	 42.000000 
1.000000 	 43.000000 	 1.000000 	 2.759963 	 5.971324 	 11.878137 	 22.790789 	 43.000000 
1.000000 	 44.000000 	 1.000000 	 2.800603 	 6.087436 	 12.134412 	 23.307368 	 44.000000 
1.000000 	 45.000000 	 1.000000 	 2.841242 	 6.203548 	 12.390687 	 23.823947 	 45.000000 
1.000000 	 46.000000 	 1.000000 	 2.881881 	 6.319659 	 12.646963 	 24.340526 	 46.000000 
1.000000 	 47.000000 	 1.000000 	 2.922520 	 6.435771 	 12.903238 	 24.857105 	 47.000000 
1.000000 	 48.000000 	 1.000000 	 2.963159 	 6.551883 	 13.159513 	 25.373684 	 48.000000 
1.000000 	 49.000000 	 1.000000 	 3.003798 	 6.667995 	 13.415788 	 25.890263 	 49.000000 
