Absolute Time Status	N/A			
Absolute Time Source	PC			
Absolute Time	2019-08-02 14:32:38 ms 477.896			
Socket ID	2017122006:T1			
Module serial number	2017122006			
Module ID	M0			
Position ID	T1			
HW Range	24 V			
User Range	24 V			
PhysicalChannelId	Tacho1			
Channel group	Tacho			
Channelgroup	Tacho			
Cylinder offset	0 °			
User channel ID 3				
User comment				
User channel id				
Channel id	1			
Channel name	T1			
DOF id	raw:Tacho1			
Point direction sign				
Point direction absolute	None			
Point direction	None			
Point id node	Tacho1			
Point id component				
Point id	raw:Tacho1			
Minimum Rotational Speed	600 rpm			
Lower Limit EU	600 rpm			
Upper Limit EU	6000 rpm			
          2.880000000e+02	          5.816916557e+00			
          2.890000000e+02	          5.837042019e+00			
          2.900000000e+02	          5.857167500e+00			
          2.910000000e+02	          5.877293019e+00			
          2.920000000e+02	          5.897418521e+00			
          2.930000000e+02	          5.917544041e+00			
          2.940000000e+02	          5.937794548e+00			
          2.950000000e+02	          5.957919932e+00			
          2.960000000e+02	          5.978045402e+00			
          2.970000000e+02	          5.998170924e+00			
          2.980000000e+02	          6.018296388e+00			
          2.990000000e+02	          6.038421846e+00			
          3.000000000e+02	          6.058547340e+00			
          3.010000000e+02	          6.078672805e+00			
          3.020000000e+02	          6.098798347e+00			
          3.030000000e+02	          6.119048774e+00			
          3.040000000e+02	          6.139174248e+00			
          3.050000000e+02	          6.159299694e+00			
          3.060000000e+02	          6.179425146e+00			
          3.070000000e+02	          6.199550655e+00			
          3.080000000e+02	          6.219676163e+00			
          3.090000000e+02	          6.239801615e+00			
          3.100000000e+02	          6.259927116e+00			
          3.110000000e+02	          6.280052577e+00			
          3.120000000e+02	          6.300303059e+00			
          3.130000000e+02	          6.320428487e+00			
          3.140000000e+02	          6.340553947e+00			
          3.150000000e+02	          6.360679406e+00			
          3.160000000e+02	          6.380804909e+00			
          3.170000000e+02	          6.400930465e+00			
          3.180000000e+02	          6.421055898e+00			
          3.190000000e+02	          6.441181423e+00			
          3.200000000e+02	          6.461306877e+00			
          3.210000000e+02	          6.481557365e+00			
          3.220000000e+02	          6.501682797e+00			
          3.230000000e+02	          6.521808296e+00			
          3.240000000e+02	          6.541933827e+00			
          3.250000000e+02	          6.562059270e+00			
          3.260000000e+02	          6.582184744e+00			
          3.270000000e+02	          6.602310232e+00			
          3.280000000e+02	          6.622560681e+00			
          3.290000000e+02	          6.642686189e+00			
          3.300000000e+02	          6.662811653e+00			
          3.310000000e+02	          6.682937105e+00			
          3.320000000e+02	          6.703062589e+00			
          3.330000000e+02	          6.723188072e+00			
          3.340000000e+02	          6.743313572e+00			
          3.350000000e+02	          6.763439079e+00			
          3.360000000e+02	          6.783564527e+00			
          3.370000000e+02	          6.803814979e+00			
          3.380000000e+02	          6.823940407e+00			
          3.390000000e+02	          6.844065923e+00			
          3.400000000e+02	          6.864191421e+00			
          3.410000000e+02	          6.884316859e+00			
          3.420000000e+02	          6.904442421e+00			
          3.430000000e+02	          6.924567848e+00			
          3.440000000e+02	          6.944693388e+00			
          3.450000000e+02	          6.964943776e+00			
          3.460000000e+02	          6.985069256e+00			
          3.470000000e+02	          7.005194759e+00			
          3.480000000e+02	          7.025320227e+00			
          3.490000000e+02	          7.045445724e+00			
          3.500000000e+02	          7.065571190e+00			
          3.510000000e+02	          7.085696693e+00			
          3.520000000e+02	          7.105822136e+00			
          3.530000000e+02	          7.126072621e+00			
          3.540000000e+02	          7.146198064e+00			
          3.550000000e+02	          7.166323591e+00			
          3.560000000e+02	          7.186449059e+00			
          3.570000000e+02	          7.206574540e+00			
          3.580000000e+02	          7.226699978e+00			
          3.590000000e+02	          7.246825462e+00			
          3.600000000e+02	          7.266950993e+00			
          3.610000000e+02	          7.287076502e+00			
          3.620000000e+02	          7.307326966e+00			
          3.630000000e+02	          7.327452371e+00			
          3.640000000e+02	          7.347577806e+00			
          3.650000000e+02	          7.367703264e+00			
          3.660000000e+02	          7.387828772e+00			
          3.670000000e+02	          7.407954342e+00			
          3.680000000e+02	          7.428079771e+00			
          3.690000000e+02	          7.448205264e+00			
          3.700000000e+02	          7.468330743e+00			
          3.710000000e+02	          7.488581215e+00			
          3.720000000e+02	          7.508706627e+00			
          3.730000000e+02	          7.528832156e+00			
          3.740000000e+02	          7.548957632e+00			
          3.750000000e+02	          7.569083117e+00			
          3.760000000e+02	          7.589208551e+00			
          3.770000000e+02	          7.609334111e+00			
          3.780000000e+02	          7.629459555e+00			
          3.790000000e+02	          7.649585030e+00			
          3.800000000e+02	          7.669835487e+00			
          3.810000000e+02	          7.689960955e+00			
          3.820000000e+02	          7.710086477e+00			
          3.830000000e+02	          7.730211928e+00			
          3.840000000e+02	          7.750337381e+00			
          3.850000000e+02	          7.770462859e+00			
          3.860000000e+02	          7.790588329e+00			
          3.870000000e+02	          7.810713874e+00			
          3.880000000e+02	          7.830839291e+00			
          3.890000000e+02	          7.851089770e+00			
          3.900000000e+02	          7.871215193e+00			
          3.910000000e+02	          7.891340684e+00			
          3.920000000e+02	          7.911466194e+00			
          3.930000000e+02	          7.931591709e+00			
          3.940000000e+02	          7.951717134e+00			
          3.950000000e+02	          7.971842652e+00			
          3.960000000e+02	          7.991968153e+00			
          3.970000000e+02	          8.012218635e+00			
          3.980000000e+02	          8.032344082e+00			
          3.990000000e+02	          8.052469536e+00			
          4.000000000e+02	          8.072595014e+00			
          4.010000000e+02	          8.092720510e+00			
          4.020000000e+02	          8.112845970e+00			
          4.030000000e+02	          8.132971432e+00			
          4.040000000e+02	          8.153096907e+00			
          4.050000000e+02	          8.173222481e+00			
          4.060000000e+02	          8.193472899e+00			
          4.070000000e+02	          8.213598381e+00			
          4.080000000e+02	          8.233723831e+00			
          4.090000000e+02	          8.253849253e+00			
          4.100000000e+02	          8.273974788e+00			
          4.110000000e+02	          8.294100264e+00			
          4.120000000e+02	          8.314225746e+00			
          4.130000000e+02	          8.334351169e+00			
          4.140000000e+02	          8.354601603e+00			
          4.150000000e+02	          8.374727075e+00			
          4.160000000e+02	          8.394852614e+00			
          4.170000000e+02	          8.414978119e+00			
          4.180000000e+02	          8.435103637e+00			
          4.190000000e+02	          8.455229091e+00			
          4.200000000e+02	          8.475354569e+00			
          4.210000000e+02	          8.495480021e+00			
          4.220000000e+02	          8.515605507e+00			
          4.230000000e+02	          8.535855995e+00			
          4.240000000e+02	          8.555981448e+00			
          4.250000000e+02	          8.576106928e+00			
          4.260000000e+02	          8.596232439e+00			
          4.270000000e+02	          8.616357888e+00			
          4.280000000e+02	          8.636483360e+00			
          4.290000000e+02	          8.656608913e+00			
          4.300000000e+02	          8.676734367e+00			
          4.310000000e+02	          8.696859795e+00			
          4.320000000e+02	          8.717110256e+00			
          4.330000000e+02	          8.737235771e+00			
          4.340000000e+02	          8.757361221e+00			
          4.350000000e+02	          8.777486718e+00			
          4.360000000e+02	          8.797612160e+00			
          4.370000000e+02	          8.817737622e+00			
          4.380000000e+02	          8.837863096e+00			
          4.390000000e+02	          8.857988564e+00			
          4.400000000e+02	          8.878114067e+00			
          4.410000000e+02	          8.898239608e+00			
          4.420000000e+02	          8.918490044e+00			
          4.430000000e+02	          8.938615490e+00			
          4.440000000e+02	          8.958740984e+00			
          4.450000000e+02	          8.978866510e+00			
          4.460000000e+02	          8.998991957e+00			
          4.470000000e+02	          9.019117441e+00			
          4.480000000e+02	          9.039242912e+00			
          4.490000000e+02	          9.059368394e+00			
          4.500000000e+02	          9.079493843e+00			
          4.510000000e+02	          9.099619334e+00			
          4.520000000e+02	          9.119869822e+00			
          4.530000000e+02	          9.139995283e+00			
          4.540000000e+02	          9.160120750e+00			
          4.550000000e+02	          9.180246254e+00			
          4.560000000e+02	          9.200371716e+00			
          4.570000000e+02	          9.220497185e+00			
          4.580000000e+02	          9.240622655e+00			
          4.590000000e+02	          9.260748144e+00			
          4.600000000e+02	          9.280873631e+00			
          4.610000000e+02	          9.300999114e+00			
          4.620000000e+02	          9.321249535e+00			
          4.630000000e+02	          9.341374983e+00			
          4.640000000e+02	          9.361500526e+00			
          4.650000000e+02	          9.381625971e+00			
          4.660000000e+02	          9.401751508e+00			
          4.670000000e+02	          9.421877007e+00			
          4.680000000e+02	          9.442002507e+00			
          4.690000000e+02	          9.462127924e+00			
          4.700000000e+02	          9.482253409e+00			
          4.710000000e+02	          9.502503868e+00			
          4.720000000e+02	          9.522629335e+00			
          4.730000000e+02	          9.542754792e+00			
          4.740000000e+02	          9.562880302e+00			
          4.750000000e+02	          9.583005781e+00			
          4.760000000e+02	          9.603131281e+00			
          4.770000000e+02	          9.623256711e+00			
          4.780000000e+02	          9.643382217e+00			
          4.790000000e+02	          9.663632686e+00			
          4.800000000e+02	          9.683758164e+00			
          4.810000000e+02	          9.703883650e+00			
          4.820000000e+02	          9.724009089e+00			
          4.830000000e+02	          9.744134575e+00			
          4.840000000e+02	          9.764260092e+00			
          4.850000000e+02	          9.784385568e+00			
          4.860000000e+02	          9.804511047e+00			
          4.870000000e+02	          9.824761512e+00			
          4.880000000e+02	          9.844886909e+00			
          4.890000000e+02	          9.865012346e+00			
          4.900000000e+02	          9.885137889e+00			
          4.910000000e+02	          9.905263380e+00			
          4.920000000e+02	          9.925388904e+00			
          4.930000000e+02	          9.945514380e+00			
          4.940000000e+02	          9.965639837e+00			
          4.950000000e+02	          9.985765358e+00			
          4.960000000e+02	          1.000601583e+01			
          4.970000000e+02	          1.002614126e+01			
          4.980000000e+02	          1.004626673e+01			
          4.990000000e+02	          1.006639220e+01			
          5.000000000e+02	          1.008651769e+01			
          5.010000000e+02	          1.010664315e+01			
          5.020000000e+02	          1.012676864e+01			
          5.030000000e+02	          1.014689407e+01			
          5.040000000e+02	          1.016701961e+01			
          5.050000000e+02	          1.018714513e+01			
          5.060000000e+02	          1.020739554e+01			
          5.070000000e+02	          1.022752105e+01			
          5.080000000e+02	          1.024764651e+01			
          5.090000000e+02	          1.026777200e+01			
          5.100000000e+02	          1.028789750e+01			
          5.110000000e+02	          1.030802292e+01			
          5.120000000e+02	          1.032814834e+01			
          5.130000000e+02	          1.034827383e+01			
          5.140000000e+02	          1.036839937e+01			
          5.150000000e+02	          1.038852484e+01			
          5.160000000e+02	          1.040877531e+01			
          5.170000000e+02	          1.042890077e+01			
          5.180000000e+02	          1.044902626e+01			
          5.190000000e+02	          1.046915175e+01			
          5.200000000e+02	          1.048927724e+01			
          5.210000000e+02	          1.050940267e+01			
          5.220000000e+02	          1.052952818e+01			
          5.230000000e+02	          1.054965361e+01			
          5.240000000e+02	          1.056977918e+01			
          5.250000000e+02	          1.058990461e+01			
          5.260000000e+02	          1.061003015e+01			
          5.270000000e+02	          1.063028059e+01			
          5.280000000e+02	          1.065040604e+01			
          5.290000000e+02	          1.067053154e+01			
          5.300000000e+02	          1.069065696e+01			
          5.310000000e+02	          1.071078248e+01			
          5.320000000e+02	          1.073090793e+01			
          5.330000000e+02	          1.075103341e+01			
          5.340000000e+02	          1.077115896e+01			
          5.350000000e+02	          1.079128441e+01			
          5.360000000e+02	          1.081140989e+01			
          5.370000000e+02	          1.083166034e+01			
          5.380000000e+02	          1.085178576e+01			
          5.390000000e+02	          1.087191134e+01			
          5.400000000e+02	          1.089203673e+01			
          5.410000000e+02	          1.091216223e+01			
          5.420000000e+02	          1.093228768e+01			
          5.430000000e+02	          1.095241317e+01			
          5.440000000e+02	          1.097253867e+01			
          5.450000000e+02	          1.099266423e+01			
          5.460000000e+02	          1.101291463e+01			
          5.470000000e+02	          1.103304012e+01			
          5.480000000e+02	          1.105316553e+01			
          5.490000000e+02	          1.107329107e+01			
          5.500000000e+02	          1.109341654e+01			
          5.510000000e+02	          1.111354201e+01			
          5.520000000e+02	          1.113366747e+01			
          5.530000000e+02	          1.115379301e+01			
          5.540000000e+02	          1.117391848e+01			
          5.550000000e+02	          1.119416895e+01			
          5.560000000e+02	          1.121429443e+01			
          5.570000000e+02	          1.123441984e+01			
          5.580000000e+02	          1.125454536e+01			
          5.590000000e+02	          1.127467086e+01			
          5.600000000e+02	          1.129479629e+01			
          5.610000000e+02	          1.131492171e+01			
          5.620000000e+02	          1.133504721e+01			
          5.630000000e+02	          1.135529771e+01			
          5.640000000e+02	          1.137542317e+01			
          5.650000000e+02	          1.139554869e+01			
          5.660000000e+02	          1.141567415e+01			
          5.670000000e+02	          1.143579961e+01			
          5.680000000e+02	          1.145592502e+01			
          5.690000000e+02	          1.147605057e+01			
          5.700000000e+02	          1.149617606e+01			
          5.710000000e+02	          1.151630152e+01			
          5.720000000e+02	          1.153642701e+01			
          5.730000000e+02	          1.155667755e+01			
          5.740000000e+02	          1.157680298e+01			
          5.750000000e+02	          1.159692846e+01			
          5.760000000e+02	          1.161705392e+01			
          5.770000000e+02	          1.163717939e+01			
          5.780000000e+02	          1.165730485e+01			
          5.790000000e+02	          1.167743032e+01			
          5.800000000e+02	          1.169755582e+01			
          5.810000000e+02	          1.171768130e+01			
          5.820000000e+02	          1.173780683e+01			
          5.830000000e+02	          1.175793232e+01			
          5.840000000e+02	          1.177818281e+01			
          5.850000000e+02	          1.179830818e+01			
          5.860000000e+02	          1.181843367e+01			
          5.870000000e+02	          1.183855912e+01			
          5.880000000e+02	          1.185868466e+01			
          5.890000000e+02	          1.187881010e+01			
          5.900000000e+02	          1.189893560e+01			
          5.910000000e+02	          1.191906107e+01			
          5.920000000e+02	          1.193918655e+01			
