0.000977,595.477494
0.001953,595.484743
0.002930,595.492356
0.003906,595.500261
0.004883,595.508457
0.005859,595.516908
0.006836,595.525651
0.007813,595.534758
0.008789,595.544156
0.009766,595.553809
0.010742,595.563754
0.011719,595.574027
0.012695,595.584591
0.013672,595.595410
0.014648,595.606557
0.015625,595.618031
0.016602,595.629761
0.017578,595.641819
0.018555,595.654131
0.019531,595.666772
0.020508,595.679703
0.021484,595.692927
0.022461,595.706478
0.023438,595.720284
0.024414,595.734418
0.025391,595.748807
0.026367,595.763524
0.027344,595.778532
0.028320,595.793795
0.029297,595.809313
0.030273,595.824576
0.031250,595.839694
0.032227,595.854556
0.033203,595.869273
0.034180,595.883808
0.035156,595.898160
0.036133,595.912367
0.037109,595.926319
0.038086,595.940125
0.039063,595.953676
0.040039,595.967118
0.041016,595.980341
0.041992,595.993382
0.042969,596.006241
0.043945,596.018918
0.044922,596.031376
0.045898,596.043689
0.046875,596.055819
0.047852,596.067695
0.048828,596.079424
0.049805,596.091008
0.050781,596.102374
0.051758,596.113557
0.052734,596.124522
0.053711,596.135341
0.054688,596.145978
0.055664,596.156396
0.056641,596.166632
0.057617,596.176650
0.058594,596.186485
0.059570,596.196175
0.060547,596.205683
0.061523,596.214935
0.062500,596.224042
0.063477,596.232894
0.064453,596.241600
0.065430,596.250124
0.066406,596.258430
0.067383,596.266553
0.068359,596.274458
0.069336,596.282181
0.070313,596.289721
0.071289,596.297043
0.072266,596.304147
0.073242,596.311068
0.074219,596.317807
0.075195,596.324364
0.076172,596.330630
0.077148,596.336749
0.078125,596.342651
0.079102,596.348370
0.080078,596.353943
0.081055,596.359189
0.082031,596.364289
0.083008,596.369207
0.083984,596.373906
0.084961,596.378350
0.085938,596.382648
0.086914,596.386728
0.087891,596.390553
0.088867,596.394196
0.089844,596.397657
0.090820,596.400862
0.091797,596.403886
0.092773,596.406691
0.093750,596.409277
0.094727,596.411681
0.095703,596.413794
0.096680,596.415798
0.097656,596.417510
0.098633,596.419040
0.099609,596.420351
0.100586,596.421444
0.101563,596.422354
0.102539,596.423047
0.103516,596.423520
0.104492,596.423739
0.105469,596.423812
0.106445,596.423629
0.107422,596.423229
0.108398,596.422646
0.109375,596.421845
0.110352,596.420824
0.111328,596.419550
0.112305,596.418129
0.113281,596.416453
0.114258,596.414632
0.115234,596.412519
0.116211,596.410297
0.117188,596.407783
0.118164,596.405088
0.119141,596.402210
0.120117,596.399077
0.121094,596.395799
0.122070,596.392265
0.123047,596.388550
0.124024,596.384652
0.125000,596.380535
0.125977,596.376237
0.126953,596.371720
0.127930,596.367021
0.128906,596.362176
0.129883,596.357149
0.130859,596.352195
0.131836,596.347350
0.132813,596.342614
0.133789,596.337915
0.134766,596.333289
0.135742,596.328735
0.136719,596.324291
0.137695,596.319956
0.138672,596.315694
0.139649,596.311469
0.140625,596.307425
0.141602,596.303345
0.142578,596.299448
0.143555,596.295550
0.144531,596.291798
0.145508,596.288118
0.146484,596.284512
0.147461,596.281015
0.148438,596.277591
0.149414,596.274276
0.150391,596.271034
0.151367,596.267865
0.152344,596.264768
0.153320,596.261818
0.154297,596.258903
0.155274,596.256099
0.156250,596.253403
0.157227,596.250744
0.158203,596.248230
0.159180,596.245826
0.160156,596.243495
0.161133,596.241273
0.162109,596.239087
0.163086,596.237010
0.164063,596.235080
0.165039,596.233186
0.166016,596.231473
0.166992,596.229834
0.167969,596.228231
0.168945,596.226774
0.169922,596.225427
0.170899,596.224151
0.171875,596.223022
0.172852,596.221929
0.173828,596.221019
0.174805,596.220144
0.175781,596.219416
0.176758,596.218760
0.177734,596.218214
0.178711,596.217813
0.179688,596.217449
0.180664,596.217303
0.181641,596.217157
0.182617,596.217157
0.183594,596.217303
0.184570,596.217522
0.185547,596.217850
0.186524,596.218323
0.187500,596.218906
0.188477,596.219562
0.189453,596.220363
0.190430,596.221237
0.191406,596.222257
0.192383,596.223423
0.193359,596.224625
0.194336,596.225973
0.195313,596.227466
0.196289,596.229033
0.197266,596.230745
0.198242,596.232566
0.199219,596.234461
0.200195,596.236501
0.201172,596.238613
0.202149,596.240908
0.203125,596.243313
0.204102,596.245790
0.205078,596.248412
0.206055,596.251108
0.207031,596.253949
0.208008,596.256900
0.208984,596.259960
0.209961,596.263129
0.210938,596.266371
0.211914,596.269832
0.212891,596.273293
0.213867,596.276899
0.214844,596.280614
0.215820,596.284476
0.216797,596.288337
0.217774,596.292417
0.218750,596.296533
0.219727,596.300759
0.220703,596.305130
0.221680,596.309538
0.222656,596.314092
0.223633,596.318754
0.224609,596.323417
0.225586,596.328298
0.226563,596.333216
0.227539,596.338207
0.228516,596.343270
0.229492,596.348479
0.230469,596.353688
0.231445,596.358752
0.232422,596.363524
0.233399,596.368186
0.234375,596.372631
0.235352,596.376856
0.236328,596.380936
0.237305,596.384761
0.238281,596.388440
0.239258,596.391937
0.240234,596.395180
0.241211,596.398276
0.242188,596.401154
0.243164,596.403813
0.244141,596.406290
0.245117,596.408585
0.246094,596.410625
0.247070,596.412519
0.248047,596.414195
0.249024,596.415652
0.250000,596.416927
0.250977,596.417947
0.251953,596.418821
0.252930,596.419513
0.253906,596.419950
0.254883,596.420205
0.255860,596.420242
0.256836,596.420060
0.257813,596.419659
0.258789,596.419112
0.259766,596.418311
0.260742,596.417328
0.261719,596.416052
0.262695,596.414632
0.263672,596.413029
0.264649,596.411135
0.265625,596.409095
0.266602,596.406800
0.267578,596.404323
0.268555,596.401591
0.269531,596.398676
0.270508,596.395544
0.271485,596.392156
0.272461,596.388622
0.273438,596.384761
0.274414,596.380754
0.275391,596.376528
0.276367,596.372084
0.277344,596.367385
0.278320,596.362467
0.279297,596.357368
0.280274,596.351976
0.281250,596.346439
0.282227,596.340611
0.283203,596.334600
0.284180,596.328335
0.285156,596.321814
0.286133,596.315148
0.287110,596.308227
0.288086,596.301050
0.289063,596.293692
0.290039,596.286079
0.291016,596.278210
0.291992,596.270160
0.292969,596.261854
0.293945,596.253403
0.294922,596.244624
0.295899,596.235663
0.296875,596.226446
0.297852,596.217012
0.298828,596.207322
0.299805,596.197486
0.300781,596.187360
0.301758,596.177014
0.302735,596.166414
0.303711,596.155668
0.304688,596.144630
0.305664,596.133337
0.306641,596.121899
0.307617,596.110242
0.308594,596.098258
0.309570,596.086127
0.310547,596.073778
0.311524,596.061174
0.312500,596.048388
0.313477,596.035310
0.314453,596.022051
0.315430,596.008609
0.316406,595.994876
0.317383,595.980960
0.318360,595.966826
0.319336,595.952510
0.320313,595.937939
0.321289,595.923186
0.322266,595.908251
0.323242,595.893024
0.324219,595.877615
0.325195,595.861988
0.326172,595.846214
0.327149,595.830186
0.328125,595.814012
0.329102,595.797583
0.330078,595.780972
0.331055,595.764289
0.332031,595.747896
0.333008,595.731831
0.333985,595.716095
0.334961,595.700686
0.335938,595.685641
0.336914,595.670961
0.337891,595.656536
0.338867,595.642511
0.339844,595.628778
0.340820,595.615445
0.341797,595.602404
0.342774,595.589691
0.343750,595.577342
0.344727,595.565357
0.345703,595.553700
0.346680,595.542371
0.347656,595.531334
0.348633,595.520697
0.349610,595.510388
0.350586,595.500443
0.351563,595.490826
0.352539,595.481537
0.353516,595.472612
0.354492,595.464052
0.355469,595.455783
0.356445,595.447914
0.357422,595.440337
0.358399,595.433197
0.359375,595.426313
0.360352,595.419865
0.361328,595.413672
0.362305,595.407917
0.363281,595.402452
0.364258,595.397389
0.365235,595.392617
0.366211,595.388282
0.367188,595.384202
0.368164,595.380559
0.369141,595.377244
0.370117,595.374330
0.371094,595.371671
0.372071,595.369449
0.373047,595.367555
0.374024,595.366061
0.375000,595.364932
0.375977,595.364130
0.376953,595.363657
0.377930,595.363621
0.378906,595.363912
0.379883,595.364531
0.380860,595.365551
0.381836,595.366935
0.382813,595.368720
0.383789,595.370833
0.384766,595.373274
0.385742,595.376152
0.386719,595.379357
0.387696,595.382964
0.388672,595.386898
0.389649,595.391196
0.390625,595.395896
0.391602,595.400922
0.392578,595.406350
0.393555,595.412142
0.394531,595.418335
0.395508,595.424856
0.396485,595.431777
0.397461,595.439026
0.398438,595.446639
0.399414,595.454653
0.400391,595.463068
0.401367,595.471811
0.402344,595.480918
0.403321,595.490425
0.404297,595.500261
0.405274,595.510497
